Word,Confusions
आलन,आलङ
आलबाल,आलवाल
आलवाल,आलबाल
आली,आलि
आलि,आली
आवर्तक,आवर्धक
आवर्धक,आवर्तक
आवर्तित,आवर्धित
आवर्धित,आवर्तित
आवलि,आवली
आवली,आवलि
आशक,आसक
आसक,आशक
आशक्त,आसक्त
आसक्त,आशक्त
आशक्ति,आसक्ति
आसक्ति,आशक्ति
आशा,आसा
आसा,आशा
आशातीत,आसादित
आसादित,आशातीत
आशाभरोसा,आसाभरोसा
आसाभरोसा,आशाभरोसा
आहुत,आहूत
आहूत,आहुत
इकार,ईकार
ईकार,इकार
इकारादि,ईकारादि
ईकारादि,इकारादि
इकारान्त,ईकारान्त
ईकारान्त,इकारान्त
इकिडो,इखिडो
इखिडो,इकिडो
इख,ईख
ईख,इख
इजु,इजू
इजू,इजु
इडा,ईडा
ईडा,इडा
इतरबितर,इतरभितर
इतरभितर,इतरबितर
इथर,ईथर
ईथर,इथर
इन्द्रेणी,इन्द्रेनी
इन्द्रेनी,इन्द्रेणी
इबी,इवी
इवी,इबी
इषत्,"इषद्, ईषत्, ईषद्"
इषद्,"इषत्, ईषत्, ईषद्"
ईषत्,"इषत्, इषद्, ईषद्"
ईषद्,"इषत्, इषद्, ईषत्"
इसवी,ईसवी
ईसवी,इसवी
इसा,"ईशा, ईषा, ईसा"
ईशा,"इसा, ईषा, ईसा"
ईषा,"इसा, ईशा, ईसा"
ईसा,"इसा, ईशा, ईषा"
इसाई,ईसाई
ईसाई,इसाई
इसारा,इशारा
इशारा,इसारा
इस्ट,इष्ट
इष्ट,इस्ट
इस्तिहार,इश्तिहार
इश्तिहार,इस्तिहार
इहामृग,ईहामृग
ईहामृग,इहामृग
उँग,उँघ
उँघ,उँग
उँगाइ,उँघाइ
उँघाइ,उँगाइ
उँगाउनु,उँघाउनु
उँघाउनु,उँगाउनु
उँग्नु,उँघ्नु
उँघ्नु,उँग्नु
उँचनिच,ऊँचनीच
ऊँचनीच,उँचनिच
उँचाइ,ऊँचाइ
ऊँचाइ,उँचाइ
उँचो,ऊँचो
ऊँचो,उँचो
उँट,ऊँट
ऊँट,उँट
उँडो,"उँदो, उँधो"
उँदो,"उँडो, उँधो"
उँधो,"उँडो, उँदो"
उइको,उइखो
उइखो,उइको
उइडो,उइतो
उइतो,उइडो
उकाड,उखाड
उखाड,उकाड
उकार,"उखार, ऊकार"
उखार,"उकार, ऊकार"
ऊकार,"उकार, उखार"
उकारादि,ऊकारादि
ऊकारादि,उकारादि
उकारान्त,ऊकारान्त
ऊकारान्त,उकारान्त
उकाल,उखाल
उखाल,उकाल
उकालाइ,उखालाइ
उखालाइ,उकालाइ
उकालिनु,उखालिनु
उखालिनु,उकालिनु
उकालो,उखालो
उखालो,उकालो
उकाल्नु,उखाल्नु
उखाल्नु,उकाल्नु
उकेलाइ,उखेलाइ
उखेलाइ,उकेलाइ
उकेलाउनु,उखेलाउनु
उखेलाउनु,उकेलाउनु
उकेलिनु,उखेलिनु
उखेलिनु,उकेलिनु
उकेल्नु,उखेल्नु
उखेल्नु,उकेल्नु
उगाउनी,उघाउनी
उघाउनी,उगाउनी
उगाउनु,उघाउनु
उघाउनु,उगाउनु
उगाडो,उघाडो
उघाडो,उगाडो
उगारो,उघारो
उघारो,उगारो
उगौटो,उघौटो
उघौटो,उगौटो
उग्राइ,उघ्राइ
उघ्राइ,उग्राइ
उग्राउनु,उघ्राउनु
उघ्राउनु,उग्राउनु
उङ,"उन, ऊन"
उन,"उङ, ऊन"
ऊन,"उङ, उन"
उङाइ,उनाइ
उनाइ,उङाइ
उङाउनु,उनाउनु
उनाउनु,उङाउनु
उङिनु,उनिनु
उनिनु,उङिनु
उङ्नु,उन्नु
उन्नु,उङ्नु
उचनिच,उचनीच
उचनीच,उचनिच
उचालिनु,उछालिनु
उछालिनु,उचालिनु
उचाल्नु,उछाल्नु
उछाल्नु,उचाल्नु
उचेट्नु,उछेट्नु
उछेट्नु,उचेट्नु
उचो,ऊचो
ऊचो,उचो
उच्चअ,उच्चा
उच्चा,उच्चअ
उच्चलित,उच्छलित
उच्छलित,उच्चलित
उच्चारण,उच्चारन
उच्चारन,उच्चारण
उच्चाल,उच्छाल
उच्छाल,उच्चाल
उजाइ,उझाइ
उझाइ,उजाइ
उजाउनु,उझाउनु
उझाउनु,उजाउनु
उजाड्नु,उझाड्नु
उझाड्नु,उजाड्नु
उजिन्डो,उझिन्डो
उझिन्डो,उजिन्डो
उज्ज,उज्झ
उज्झ,उज्ज
उट्टङ्कण,उट्टङ्कन
उट्टङ्कन,उट्टङ्कण
उठ,ऊढ
ऊढ,उठ
उद,ऊद
ऊद,उद
उठाइ,"उडाइ, उताइ, उदाइ"
उडाइ,"उठाइ, उताइ, उदाइ"
उताइ,"उठाइ, उडाइ, उदाइ"
उदाइ,"उठाइ, उडाइ, उताइ"
उठाउनी,उदाउनी
उदाउनी,उठाउनी
उठाउनु,"उडाउनु, उदाउनु"
उडाउनु,"उठाउनु, उदाउनु"
उदाउनु,"उठाउनु, उडाउनु"
